symbol,strategy_id,entry_bar_idx,exit_bar_idx,bars_held,entry_price,exit_price,quantity,pnl_gross
AAPL,Low_Volatility_180m,4,186,182,92.25674281209521,99.88308370801907,100,762.6340895923861
GOOGL,Low_Volatility_180m,6,187,181,94.56874831126098,100.6144804380808,100,604.5732126819828
MSFT,Session_Range_High_180m,8,189,181,95.83408910762292,96.38365032916813,100,54.956122154521836
AAPL,Low_Volume_180m,190,372,182,101.47231683073011,100.73733569816552,100,-73.49811325645845
GOOGL,Low_Volume_180m,192,373,181,99.60623017880545,96.29883342845348,100,-330.73967503519697
MSFT,Low_Volatility_180m,200,380,180,93.71991376592308,94.38074317274385,100,66.0829406820767
AAPL,Low_Volume_180m,379,561,182,95.57665599503174,105.5869438623592,100,1001.0287867327463
GOOGL,Low_Volume_180m,381,564,183,105.33708454933908,102.2079716265463,100,-312.91129227927854
MSFT,Low_Volatility_180m,386,566,180,103.1987819645214,109.93289561749381,100,673.4113652972411
AAPL,Low_Volatility_180m,562,744,182,98.80344182824666,101.39468348095069,100,259.1241652704028
MSFT,Low_Volatility_180m,572,752,180,105.05704857492893,109.0754611015719,100,401.8412526642976
GOOGL,Session_Range_High_180m,581,762,181,103.77720789273921,97.10057286022516,100,-667.6635032514057
AAPL,Low_Volatility_180m,747,930,183,103.2841955896123,105.31415024462501,100,202.9954655012716
MSFT,Low_Volatility_180m,755,938,183,103.7964124530807,98.7081504979726,100,-508.8261955108109
GOOGL,Low_Volume_180m,766,948,182,96.96733086866978,97.60351122412727,100,63.61803554574976
AAPL,Low_Volatility_180m,933,1116,183,90.57352865144985,94.79618188789257,100,422.2653236442724
MSFT,Low_Volume_180m,943,1124,181,109.35593431631177,116.4157047453309,100,705.9770429019125
GOOGL,Low_Volatility_180m,951,1131,180,102.7120608742433,95.65390640806244,100,-705.8154466180866
AAPL,Low_Volatility_180m,1119,1300,181,96.880750522157,96.16810338710162,100,-71.26471350553771
MSFT,Session_Range_High_180m,1127,1309,182,98.876956903853,103.11506052527999,100,423.8103621426987
GOOGL,Low_Volatility_180m,1140,1323,183,103.35571045143116,95.27761251378134,100,-807.8097937649829
MSFT,Low_Volatility_180m,1313,1495,182,99.28319229015939,98.69249425668438,100,-59.06980334750074
AAPL,Low_Volume_180m,1324,1504,180,104.13727674087785,101.39957390038258,100,-273.7702840495274
GOOGL,Low_Volatility_180m,1335,1515,180,98.69978769603935,88.76958608195487,100,-993.0201614084481
MSFT,Low_Volume_180m,1505,1688,183,88.86169676665799,99.459252651393,100,1059.7555884735016
AAPL,Session_Range_High_180m,1509,1690,181,100.1626375104162,96.6285755010072,100,-353.40620094089985
GOOGL,Low_Volatility_180m,1520,1701,181,105.62129323762743,98.50428007162049,100,-711.7013166006941
MSFT,Low_Volume_180m,1693,1874,181,107.044237928933,106.1651831065859,100,-87.90548223471006
AAPL,Low_Volume_180m,1695,1875,180,92.62951917565042,98.23942762325348,100,560.9908447603061
GOOGL,Low_Volatility_180m,1702,1883,181,108.38208079899208,91.63123421547049,100,-1675.0846583521593
AAPL,Low_Volume_180m,1876,2058,182,103.99499691362423,106.08268787408454,100,208.7690960460307
MSFT,Low_Volatility_180m,1880,2063,183,107.77642385990461,98.6849048513701,100,-909.1519008534505
GOOGL,Low_Volume_180m,1887,2067,180,97.71737925969141,96.47641753350975,100,-124.09617261816663
AAPL,Session_Range_High_180m,2065,2247,182,110.1466805719385,105.01975919898757,100,-512.6921372950932
MSFT,Low_Volatility_180m,2066,2250,184,98.05975522492761,100.55729702489737,100,249.75417999697527
GOOGL,Session_Range_High_180m,2069,2253,184,106.62894807994057,93.59639402820741,100,-1303.2554051733157
MSFT,Session_Range_High_180m,2252,2434,182,98.7022644818531,99.10473073873294,100,40.24662568798334
AAPL,Extreme_Outperform_Low_Range_180m,2259,2440,181,100.67725852055158,89.65525287740005,100,-1102.200564315153
GOOGL,Session_Range_High_180m,2270,2451,181,99.03135439284972,97.64860036447212,100,-138.27540283776045
AAPL,Low_Volatility_180m,2445,2626,181,102.37549530733772,106.35658506765245,100,398.1089760314731
MSFT,Session_Range_High_180m,2447,2627,180,104.09062418124411,95.06681732575126,100,-902.3806855492851
GOOGL,Low_Volume_180m,2456,2637,181,98.5215612796048,95.2499042936686,100,-327.16569859361897
AAPL,Low_Volatility_180m,2629,2810,181,108.29784146813735,95.08568167669485,100,-1321.2159791442502
MSFT,Low_Volatility_180m,2630,2811,181,104.05313906946915,107.81124342398142,100,375.81043545122697
GOOGL,Low_Volatility_180m,2645,2826,181,98.65907527311276,106.4714931221875,100,781.2417849074734
MSFT,Low_Volume_180m,2813,2995,182,101.5387542514013,103.33039687751233,100,179.16426261110274
AAPL,Session_Range_High_180m,2815,2996,181,107.88476166683336,100.67067978669449,100,-721.4081880138863
