symbol,strategy_id,entry_bar_idx,exit_bar_idx,bars_held,entry_price,exit_price,quantity,pnl_gross
AAPL,Low_Volatility_180m,4,186,182,92.25674281209521,99.88308370801907,100,762.6340895923861
GOOGL,Low_Volatility_180m,6,187,181,94.56874831126098,100.6144804380808,100,604.5732126819828
MSFT,Low_Volatility_180m,200,380,180,93.71991376592308,94.38074317274385,100,66.0829406820767
MSFT,Low_Volatility_180m,386,566,180,103.1987819645214,109.93289561749381,100,673.4113652972411
AAPL,Low_Volatility_180m,562,744,182,98.80344182824666,101.39468348095069,100,259.1241652704028
MSFT,Low_Volatility_180m,572,752,180,105.05704857492893,109.0754611015719,100,401.8412526642976
AAPL,Low_Volatility_180m,747,930,183,103.2841955896123,105.31415024462501,100,202.9954655012716
MSFT,Low_Volatility_180m,755,938,183,103.7964124530807,98.7081504979726,100,-508.8261955108109
AAPL,Low_Volatility_180m,933,1116,183,90.57352865144985,94.79618188789257,100,422.2653236442724
GOOGL,Low_Volatility_180m,951,1131,180,102.7120608742433,95.65390640806244,100,-705.8154466180866
AAPL,Low_Volatility_180m,1119,1300,181,96.880750522157,96.16810338710162,100,-71.26471350553771
GOOGL,Low_Volatility_180m,1140,1323,183,103.35571045143116,95.27761251378134,100,-807.8097937649829
MSFT,Low_Volatility_180m,1313,1495,182,99.28319229015939,98.69249425668438,100,-59.06980334750074
GOOGL,Low_Volatility_180m,1335,1515,180,98.69978769603935,88.76958608195487,100,-993.0201614084481
GOOGL,Low_Volatility_180m,1520,1701,181,105.62129323762743,98.50428007162049,100,-711.7013166006941
GOOGL,Low_Volatility_180m,1702,1883,181,108.38208079899208,91.63123421547049,100,-1675.0846583521593
MSFT,Low_Volatility_180m,1880,2063,183,107.77642385990461,98.6849048513701,100,-909.1519008534505
MSFT,Low_Volatility_180m,2066,2250,184,98.05975522492761,100.55729702489737,100,249.75417999697527
AAPL,Low_Volatility_180m,2445,2626,181,102.37549530733772,106.35658506765245,100,398.1089760314731
AAPL,Low_Volatility_180m,2629,2810,181,108.29784146813735,95.08568167669485,100,-1321.2159791442502
MSFT,Low_Volatility_180m,2630,2811,181,104.05313906946915,107.81124342398142,100,375.81043545122697
GOOGL,Low_Volatility_180m,2645,2826,181,98.65907527311276,106.4714931221875,100,781.2417849074734
