rule,rule_type,direction,horizon,t_stat,p_value,expectancy,win_rate,avg_win,avg_loss,profit_factor,sharpe,n_samples,mean_ret,std_ret,rule_col,rule_val,rule_col1,rule_val1,rule_col2,rule_val2,aaa_score,regime,is_event_based,passes_event_filter,overfit_check,is_overfit,overfit_reason,overfit_risk,passes_overfit_filter,passes_regime_filter,passes_aaa_score,passes_aaa_filters,validation_passed,validation_reason,val_expectancy,val_expectancy_net,val_win_rate,val_sharpe,val_trades
session_range_pct_bin == 0,single,SHORT,fwd_ret_180m,34.10327672315374,0.0,0.1653211,0.5141135672356006,1.0466418,0.7671991,1.4434917,1.6849421870893955,103234,0.1653211,1.5575556,session_range_pct_bin,0,,,,,0.3419215200915412,bull_high_vol,False,False,"(True, 'Expectancy too high (16.532% > 10.000%)')",True,Expectancy too high (16.532% > 10.000%),1.4739091957950585,False,True,True,False,,,,,,,
ret_15m_turned_positive_bin == True AND session_range_pct_bin == 0,double,SHORT,fwd_ret_180m,35.24806142933765,0.0,0.2804225,0.5487886846488793,1.1705269,0.8021728,1.774756,3.0248361345673076,34219,0.2804225,1.4716729,,,ret_15m_turned_positive_bin,True,session_range_pct_bin,0,0.29663071370046934,bull_high_vol,True,True,"(True, 'Expectancy too high (28.042% > 10.000%)')",True,Expectancy too high (28.042% > 10.000%),3.3642205237472447,False,True,True,False,,,,,,,
ret_5m_turned_positive_bin == True AND session_range_pct_bin == 0,double,SHORT,fwd_ret_180m,29.57982219127527,0.0,0.22769597,0.5316602915331334,1.1309309,0.7976584,1.6095052,2.3871803511577485,38692,0.22769597,1.5141551,,,ret_5m_turned_positive_bin,True,session_range_pct_bin,0,0.28170672328552016,bull_high_vol,True,True,"(True, 'Expectancy too high (22.770% > 10.000%)')",True,Expectancy too high (22.770% > 10.000%),2.4838704759188532,False,True,True,False,,,,,,,
vwap_cross_up_bin == True AND session_range_pct_bin == 0,double,SHORT,fwd_ret_180m,35.973333092281656,0.0,0.30073643,0.551678445229682,1.1966872,0.80176866,1.8366567,3.207589088959764,31696,0.30073643,1.4883586,,,vwap_cross_up_bin,True,session_range_pct_bin,0,0.27888792800775886,bull_high_vol,True,True,"(True, 'Expectancy too high (30.074% > 10.000%)')",True,Expectancy too high (30.074% > 10.000%),3.664515708010535,False,True,True,False,,,,,,,
ret_30m_turned_positive_bin == True AND session_range_pct_bin == 0,double,SHORT,fwd_ret_180m,35.37613573773304,0.0,0.32746127,0.5566693864863814,1.2077146,0.77783126,1.9496135,3.5005131347854297,25737,0.32746127,1.485007,,,ret_30m_turned_positive_bin,True,session_range_pct_bin,0,0.2205924801880078,bull_high_vol,True,True,"(True, 'Expectancy too high (32.746% > 10.000%)')",True,Expectancy too high (32.746% > 10.000%),4.088208065146514,False,True,True,False,,,,,,,
vwap_cross_up_bin == True AND rel_strength_60m_bin == 1.0,double,SHORT,fwd_ret_180m,19.179417323171858,0.0,0.104495876,0.505541007248852,0.9288981,0.7383832,1.2862115,1.3262903922808797,52698,0.104495876,1.250722,,,vwap_cross_up_bin,True,rel_strength_60m_bin,1.0,0.14883897808645333,bull_high_vol,True,True,"(True, 'Expectancy too high (10.450% > 10.000%)')",True,Expectancy too high (10.450% > 10.000%),0.7560407698716587,False,True,True,False,,,,,,,
ret_30m_turned_positive_bin == True AND rel_strength_60m_bin == 1.0,double,SHORT,fwd_ret_180m,18.966232884566068,0.0,0.1105401,0.5111960191931758,0.908061,0.7235152,1.3125628,1.4190506787905597,45016,0.1105401,1.23658,,,ret_30m_turned_positive_bin,True,rel_strength_60m_bin,1.0,0.14336713390589897,bull_high_vol,True,True,"(True, 'Expectancy too high (11.054% > 10.000%)')",True,Expectancy too high (11.054% > 10.000%),0.8277930328064032,False,True,True,False,,,,,,,
ret_60m_turned_positive_bin == True AND session_range_pct_bin == 0,double,SHORT,fwd_ret_180m,28.17788628845905,0.0,0.27760482,0.5446606404167305,1.1288446,0.7406178,1.8231853,3.1966217496420075,19581,0.27760482,1.3785928,,,ret_60m_turned_positive_bin,True,session_range_pct_bin,0,0.13674728215789178,bull_high_vol,True,True,"(True, 'Expectancy too high (27.760% > 10.000%)')",True,Expectancy too high (27.760% > 10.000%),3.413680339095627,False,True,True,False,,,,,,,
session_range_pct_bin == 0 AND atr_14_bin == 2,double,SHORT,fwd_ret_180m,25.601234895934144,0.0,0.24915628,0.5377473506517866,1.1029643,0.74409485,1.7243762,2.7829569112629677,21326,0.24915628,1.4212341,,,session_range_pct_bin,0,atr_14_bin,2,0.13592359341970964,bull_high_vol,False,False,"(True, 'Expectancy too high (24.916% > 10.000%)')",True,Expectancy too high (24.916% > 10.000%),2.908535970455489,False,True,True,False,,,,,,,
rel_strength_60m_bin == 1.0,single,SHORT,fwd_ret_180m,21.120271283554946,0.0,0.08257493,0.4948582505451902,0.9235498,0.7412797,1.2205224,1.0437885595229113,103175,0.08257493,1.2558447,rel_strength_60m_bin,1.0,,,,,0.12626387038936335,bull_high_vol,False,False,"(False, 'PASS')",False,PASS,0.5257492631673812,True,True,True,False,,,,,,,
ret_5m_turned_positive_bin == True AND rel_strength_60m_bin == 1.0,double,SHORT,fwd_ret_180m,17.42872171125979,0.0,0.09601126,0.5004623252127639,0.938675,0.7482122,1.2568793,1.2018673659364207,52993,0.09601126,1.2681361,,,ret_5m_turned_positive_bin,True,rel_strength_60m_bin,1.0,0.1213332205912948,bull_high_vol,True,True,"(False, 'PASS')",False,PASS,0.6610372370429975,True,True,True,True,False,Net expectancy -9.040% < 1.000% after 2.0 bps cost,-0.070401214,-0.09040122,0.4831325301204819,-1.1306894,9130.0
